url,index,title,press,date,keyword,content,Scraped_date,Exist
http://www.m-i.kr/news/articleView.html?idxno=1067621,162,"K-배터리, 경영효율화·기술투자로 내실 다진다",매일일보,2일 전,삼성SDI 배터리,"19일 업계에 따르면 LG에너지솔루션, 삼성SDI, SK온 등 국내 배터리 3사가 인력조정, 투자속도조절과 함께 차별화된 포트폴리오 확장에 힘쓰고 있다. LG엔솔은 미국 공장 인력 감축 및 합작사(JV) 투자 속도 조절에 나서고 있다. LG엔솔 미시간 법인은 현장직 인력 170명을 정리해고하기로 했다. LG엔솔은...",2023-11-21,http://www.m-i.kr/news/articleView.html?idxno=1067621
https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065575394693682,164,"SK에코플랜트-에코프로-테스(TES), 헝가리에 폐배터리 재활용 공장 설립 추진",메가경제,1일 전,삼성SDI 배터리,"국내에선 배터리 셀 제조업체 삼성SDI와 SK온 등이 진출했다. 폐배터리 재활용 사업은 재활용을 위한 피드스톡 물량을 얼마나 많이, 안정적으로 확보하는지에 따라 성패가 갈린다. 3사는 SK에코플랜트·테스가 가진 폐배터리 재활용 기술력과 글로벌 네트워크에 에코프로가 가진 폐 재활용 소재...",2023-11-21,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065575394693682
https://www.munhwa.com/news/view.html?no=2023111401071707024002,166,"한국배터리산업협회, ‘사용후 배터리 통합관리체계’ 정부 건의",문화일보,7일 전,삼성SDI 배터리,"배터리 얼라이언스에는 국내 배터리 3사(LG에너지솔루션·삼성SDI·SK온)와 자동차사(현대자동차), 재제조·재사용·재활용 기업, 폐차업계, 보험업계 등 총 24개 기관이 참여하고 있다. 업계안에 담긴 주요 내용은 △사용 후 배터리의 명확한 개념 정립으로 신시장 기반 조성 △민간의 자유로운 사용 후 거래...",2023-11-21,https://www.munhwa.com/news/view.html?no=2023111401071707024002
https://www.ajunews.com/view/20231116081558317,168,"산업부, 배터리 업계와 흑연통제 등 통상 현안 논의",아주경제,5일 전,삼성SDI 배터리,"[사진=유대길 기자 dbeorlf123@ajunews.com] 산업통상자원부가 16일 배터리 협회, 삼성SDI, LG에너지솔루션, SK온 등 업계와 함께 '제4차 통상현안대응반' 회의를 개최했다고 밝혔다. 이번 회의에서 △미국 인플레이션 감축법(IRA) 관련 경과와 대응계획 △유럽연합(EU) 법 입법동향 △중국 흑연 수출통제 동향과...",2023-11-21,https://www.ajunews.com/view/20231116081558317
http://www.chemicalnews.co.kr/news/articleView.html?idxno=6758,173,"에코프로-SK에코플랜트-테스, 헝가리에 폐배터리 재활용 공장 짓는다",케미컬뉴스,1일 전,삼성SDI 배터리,국내에선 배터리 셀 제조업체 삼성 SDI와 SK온 등이 진출했다. 국내외 전기차 및 배터리 제조사를 상대로 물량 확보 3사는 헝가리에서 폐배터리 및 스크랩(배터리 제조공정에서 발생하는 불량품) 등 재활용을 위한 원료를 안정적으로 확보할 계획이다. 에코프로의 폐 재활용 소재 기술력과...,2023-11-21,http://www.chemicalnews.co.kr/news/articleView.html?idxno=6758
https://www.dailian.co.kr/news/view/1293407/?sc=Naver,175,"KCL, '전기차배터리 이차사용 기술지원센터' 개소식",데일리안,1주 전,삼성SDI 배터리,"이날 행사에는 김명규 충청북도 부지사, 조병옥 음성군수, 안해성 음성군의장, 기성섭 한국에너지기술평가원 본부장, 박태성 한국배터리산업협회 부회장, 오원근 충북테크노파크 원장, KCL 조영태 원장, 이상권 부원장, LG에너지솔루션, 등 업계 관계자 70여 명이 참석했다. 이...",2023-11-21,https://www.dailian.co.kr/news/view/1293407/?sc=Naver
https://www.ekn.kr/web/view.php?key=20231119010005441,177,"에코프로, 유럽 폐배터리 재활용 시장 진출 가속화",에너지경제,2일 전,삼성SDI 배터리,국내에서도 삼성SDI와 SK온이 진출한 상황이다. 에코프로는 습식공정 등을 토대로 폐배터리에서 회수한 리튬·코발트·니켈을 비롯한 금속을 배터리 제조에 투입하는 완결적 순환체계를 헝가리에 구축할 방침이다. 습식공정은 리튬이온를 파쇄한 뒤 블랙파우더를 선별 채취하고 여과 과정을 거쳐...,2023-11-21,https://www.ekn.kr/web/view.php?key=20231119010005441
http://www.kdfnews.com/news/articleView.html?idxno=121485,180,"SK에코플랜트·에코프로·테스, 폐배터리 재활용 공장 설립...헝가리 거점, 유럽시장 선점",한국면세뉴스,2일 전,삼성SDI 배터리,"국내에선 배터리 셀 제조업체 삼성SDI와 SK온 등이 진출했다. 박경일 SK에코플랜트 사장은 ""글로벌 전기차 및 배터리 제조사의 생산 거점이 집결된 헝가리는 유럽 폐배터리 재활용 시장의 전략적 요충지""라며 ""기술력과 글로벌 네트워크를 앞세워 에코프로, 자회사 테스와 협력해 글로벌 폐 재활용...",2023-11-21,http://www.kdfnews.com/news/articleView.html?idxno=121485
https://www.ddaily.co.kr/page/view/2023110914403486963,181,"LG엔솔 1위 수성, SK온⋅삼성SDI 추격…K배터리 사용량 성장가도",디지털데일리,1주 전,삼성SDI 배터리,"삼성SDI의 배터리를 탑재하는 BMW i4/i7, 아우디 Q8 e-Tron이 판매량 증가세를 나타냈고, 그 외 리비안 R1T/R1S/EDV, FIAT 500이 준수한 판매량을 기록하면서 성장세를 이어갔다. SK온은 현대차의 아이오닉5, 기아 EV6, Mercedes EQA/B의 견조한 판매량으로 인해 성장세를 기록했다. 최근 SK On은 시장에서 수요가...",2023-11-21,https://www.ddaily.co.kr/page/view/2023110914403486963
http://www.hansbiz.co.kr/news/articleView.html?idxno=670478,182,"에코프로, 유럽 폐배터리 재활용 시장 진출",한스경제,1일 전,삼성SDI 배터리,"국내에선 배터리 셀 제조업체 삼성SDI와 SK온 등이 진출했다. 3사는 헝가리에서 폐배터리 및 스크랩(배터리 제조공정에서 발생하는 불량품) 등 재활용을 위한 원료를 안정적으로 확보할 계획이다. 에코프로의 폐배터리 재활용 소재 기술력과 SK에코플랜트, 테스의 글로벌 네트워크를 기반으로 헝가리 등...",2023-11-21,http://www.hansbiz.co.kr/news/articleView.html?idxno=670478
https://www.ddaily.co.kr/page/view/2023110709355341268,184,"K배터리 3사, 글로벌서 성장 계속…1위 CATL 추격 '잰걸음' [소부장박대리]",디지털데일리언론사 선정,2주 전,삼성SDI 배터리,"삼성SDI의 배터리를 탑재하는 BMW i4/i7, 아우디 Q8 e-Tron이 판매량 증가세를 나타냈고, 그 외 리비안 R1T/R1S/EDV, FIAT 500이 준수한 판매량을 기록하면서 성장세를 이어갔다. SK 온은 현대차의 아이오닉5, 기아 EV6, Mercedes EQA/B의 견조한 판매량으로 인해 성장세를 기록했다. LG에너지솔루션은...",2023-11-21,https://www.ddaily.co.kr/page/view/2023110709355341268
https://dealsite.co.kr/articles/113432,185,"케이엔에스, 코스닥 도전…""국내 배터리 3사 납품""",딜사이트,10시간 전,삼성SDI 배터리,원통형 배터리 CID 제조 장비 주요 고객사는 LG에너지솔루션과 삼성SDI의 1차 벤더사다. 벤더사 기준 약 75%의 시장 점유율을 보유한 것으로 파악된다. BMA 자동화 장비도 LG에너지솔루션·SK온 벤더사에 공급한다. 정 대표는 케이엔에스의 강점으로 기술력을 꼽았다. 독자적인 캠(CAM) 기술로 경쟁사 대비...,2023-11-21,https://dealsite.co.kr/articles/113432
https://www.hankyung.com/article/202310237260i,193,"삼성SDI, 현대차에 전기차 배터리 공급 계약…2026년부터",한국경제언론사 선정,4주 전,삼성SDI 배터리,"삼성SDI는 ""향후 차세대 배터리 플랫폼 선행 개발 등 협력관계도 지속해나갈 방침""이라며 ""추가 성장 동력을 확보하게 됐다""고 말했다. 최윤호 삼성SDI 대표는 ""글로벌 자동차 산업을 선도하는 현대차와의 전략적 협력의 첫 발을 내디뎠다""며 ""만의 초격차 기술경쟁력과 최고의 품질로 현대차가...",2023-11-21,https://www.hankyung.com/article/202310237260i
https://www.asiatoday.co.kr/view.php?key=20231107010004476,196,"모빌리티에서 ESS까지…삼성SDI, 볼보그룹과 협력 확대",아시아투데이,2주 전,삼성SDI 배터리,"삼성SDI는 2018년 배터리 팩 업체를 통해 볼보트럭에 전기트럭 및 버스용 배터리 셀을 공급했고, 2022년부터는 셀과 모듈을 직접 공급하고 있다. 또 양사는 배터리 팩을 공동개발해 볼보 전기 트럭에 탑재하는 등 협력이 더욱 견고해지고 있다. 이번에 협력을 확대를 약속하면서 는 EV부문 뿐만 아니라...",2023-11-21,https://www.asiatoday.co.kr/view.php?key=20231107010004476
https://www.ajunews.com/view/20231119100609883,197,SK에코플랜트·테스 에코프로와 헝가리 '폐배터리 재활용 공장' 설립 추진,아주경제,2일 전,삼성SDI 배터리,국내에도 배터리 셀 제조업체 삼성SDI와 SK온 등이 진출했다. 오는 2030년 헝가리 배터리 생산량은 2022년 대비 7배 이상 성장할 것으로 기대된다. 앞으로 SK에코플랜트·테스가 가진 폐배터리 재활용 기술력과 글로벌 네트워크에 에코프로가 가진 폐 재활용 소재 기술력을 기반으로 헝가리 등 유럽...,2023-11-21,https://www.ajunews.com/view/20231119100609883
https://www.khan.co.kr/economy/economy-general/article/202311211518001,198,"커지는 전기차 ‘폐배터리’ 재활용 시장, 줄 잇는 국내외 합작법인",경향신문,8시간 전,삼성SDI 배터리,"삼성SDI는 지난해 5월 경기 용인시에 있는 SDI연구소 안에 ‘리사이클 연구 랩’을 신설했다. 대한상공회의소는 2045년 폐배터리 재활용을 통해 국내 기업들이 회수할 수 있는 광물 규모를 수산화리튬 2만t, 황산망간 2만1000t, 황산코발트 2만2000t, 황산니켈 9만8000t으로 추정했다. SK에코플랜트는 폐...",2023-11-21,https://www.khan.co.kr/economy/economy-general/article/202311211518001
https://www.news2day.co.kr/article/20231116500157,199,[기자의 눈] 'K-배터리' NCM 리사이클링으로 친환경 미래 잡아라,뉴스투데이,5일 전,삼성SDI 배터리,리사이클링 역량 확보가 선진국의 중장기적 선호도 이끌어 낼 것으로 예상 최근 세계 배터리시장에서 중국 기업이 두각을 나타내고 있는 가운데 LG에너지솔루션·SK온·삼성SDI 등 국내 배터리 3개 업체가 중국을 제압하려면 니켈·코발트·망간(NCM) 리사이클링(재활용) 역량을 강화해야 한다. 를...,2023-11-21,https://www.news2day.co.kr/article/20231116500157
https://imnews.imbc.com/replay/2023/nwdesk/article/6545336_36199.html,0,중국 SK온 배터리 공장 화재‥피해 규모 파악 중,MBC언론사 선정,1일 전,SK온 배터리,◀ 앵커 ▶ 중국 옌청에 있는 SK온 배터리 공장에서 오늘 오후 화재가 발생했습니다. 불은 3시간 동안 지속됐는데 다행히 인명피해는 없었습니다. SK 측은 정확한 화재 원인과 피해 규모 파악에 들어갔습니다. 베이징에서 이해인 특파원이 보도합니다 ◀ 리포트 ▶ 거대한 공장 건물 위로 시커먼 연기가...,2023-11-21,https://imnews.imbc.com/replay/2023/nwdesk/article/6545336_36199.html
https://www.chosun.com/economy/industry-company/2023/11/14/NJAFM3V6Y5B5VJVMMXMV6SNPRU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,3,"SK온 美 배터리공장, 전기차 수요 부진에 일부 직원 휴직 조치",조선일보언론사 선정,7일 전,SK온 배터리,SK온의 미국법인 SK배터리아메리카(SKBA)가 전기차 수요 부진 등 영향으로 미국 조지아주에서 운영 중인 공장의 배터리 생산을 축소하고 일부 직원은 휴직 조치를 실시하기로 결정했다. 14일 미국 현지 언론에 따르면 SKBA의 조 가이 콜리어 대변인은 “이번 결정은 전기차 시장 수요에 맞춰 인력과...,2023-11-21,https://www.chosun.com/economy/industry-company/2023/11/14/NJAFM3V6Y5B5VJVMMXMV6SNPRU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
https://www.yna.co.kr/view/AKR20231115131600003?input=1195m,4,"SK온, BASF와 '맞손'…배터리 핵심 양극재 생산협력 모색한다",연합뉴스,6일 전,SK온 배터리,SK온은 BASF와 양극재 생산을 비롯한 배터리 사업 전반에 대해 포괄적 업무 협약을 맺었다고 15일 밝혔다. 배터리 셀 원가의 40%를 차지하는 양극재는 배터리 성능을 좌우하는 핵심 소재다. 양사는 북미와 아시아태평양 시장 중심으로 협력할 예정이다. 앞서 지동섭 대표이사 사장과 피터 슈마허 BASF...,2023-11-21,https://www.yna.co.kr/view/AKR20231115131600003?input=1195m
https://view.asiae.co.kr/article/2023111408302984443,5,SK온-현대차 배터리 합작…美 조지아주 '올해의 딜',아시아경제언론사 선정,7일 전,SK온 배터리,"SK온은 커머스시에 지은 자체 공장 ‘SK 배터리 아메리카’로 지난 2019년 '중형 커뮤니티' 부문에서 상을 받았다. SK온은 미국 남동부 지역 전기차 산업 벨트 조성에 핵심 역할을 해왔다. 팻 윌슨 조지아주 경제개발부 장관은 ""은 미국 산업 태동기의 첫 주자”라며 “미국 제조업의...",2023-11-21,https://view.asiae.co.kr/article/2023111408302984443
http://www.fnnews.com/news/202311140939480562,6,"美조지아주 ""SK온-현대차 美배터리 합작 프로젝트 '올해의 딜'""",파이낸셜뉴스언론사 선정,7일 전,SK온 배터리,"SK온은 커머스시에 지은 자체공장 'SK 배터리 아메리카'로 지난 2019년 '중형 커뮤니티' 부문에서 상을 받았다. SK온은 미국 남동부 지역 전기차 산업 벨트 조성에 핵심 역할을 해왔다. 앞서 팻 윌슨 조지아주 경제개발부 장관은 ""은 미국 산업 태동기의 첫 주자""라며 ""미국 제조업의...",2023-11-21,없는 값
https://www.etnews.com/20231121000225,9,SK온 “中 옌청 배터리 공장 화재 진화”,전자신문,9시간 전,SK온 배터리,SK온은 중국 장쑤성 옌청에서 가동을 준비 중인 배터리 공장에서 발생한 화재 사고 진화를 완료했다고 21일 밝혔다. 회사는 “전날 오후 6시(현지시간)쯤 화재를 완전 진화해 복구 작업이 빠르게 진행 중”이라고 설명했다. 공장 피해 규모는 제한적이며 현재로서는 내년 2분기 양산 계획에 문제가 없어...,2023-11-21,https://www.etnews.com/20231121000225
https://www.mk.co.kr/article/10874772,10,LG는 받고 SK는 못 받았다는데…K배터리 투자 ‘무슨 일’,매일경제언론사 선정,7일 전,SK온 배터리,"고창국 SK온 부사장은 “해외 배터리 생산공장을 만들면 장비나 소재, 부품, 광물을 공급하는 업체들의 투자는 많은 부분 국내에서 이뤄진다”며 “1조를 (해외에) 투자한다면 이 가운데 건설이 40%이고, 60%가 설비인데 설비 중 94%는 국내에서 미국으로 도입하는 경우여서 생태계에 있는 기업들에 대단히...",2023-11-21,https://www.mk.co.kr/article/10874772
https://www.news1.kr/articles/5230778,12,"K-배터리, 북미 공장 인력 줄인다…전기차 주춤에 '속도조절'",뉴스1언론사 선정,7일 전,SK온 배터리,SK온의 미국 법인인 SK배터리아메리카(SKBA)도 조지아주 생산공장 가동률을 조정하기 위해 생산 근로자를 대상으로 무급휴직 조치를 실시하기로 했다. 휴직 기간과 규모는 알려지지 않았다. 앞서 SKBA는 지난 9월 일부 근로자를 정리해고했는데 전기차 수요 둔화가 심화하자 생산라인 가동 일정 조정에...,2023-11-21,https://www.news1.kr/articles/5230778
http://www.edaily.co.kr/news/newspath.asp?newsid=01380886635806704,15,"[34th SRE][Worst]SK온, 돈 먹는 하마를 보는 우려↑",이데일리언론사 선정,4일 전,SK온 배터리,국내 배터리 후발업체인 SK온을 보는 시장의 우려가 깊어지고 있다. 연간 10조에 육박하는 자금을 끌어가고 있지만 성과를 내는 속도가 현저히 부진해서다. 34회 SRE에 참여한 채권시장 전문가들은 SK온을 비롯해 신사업에 대규모 자금을 쏟아붓고 있는 그룹 전반에 대한 불안감을 드러냈다. 투자금...,2023-11-21,http://www.edaily.co.kr/news/newspath.asp?newsid=01380886635806704
http://www.newsis.com/view/?id=NISX20231112_0002518076&cID=13001&pID=13000,20,"SK온, 지속가능성보고서 첫 발간…ESG 경영 고도화",뉴시스,1주 전,SK온 배터리,"보고서명인 'WE POWER FOR GREEN'(위 파워 포 그린)은 배터리 제조기업인 SK온이 더 나은 세상, 더 나은 친환경 미래를 만드는 데 기여하겠다는 의미를 담았다. 이번 보고서에서 SK온은 원재료 채굴부터 배터리 사용 후 단계까지 산업 전 공급망(Value Chain)에서 발생할 수 있는 지속가능성 영향...",2023-11-21,http://www.newsis.com/view/?id=NISX20231112_0002518076&cID=13001&pID=13000
https://biz.sbs.co.kr/article_hub/20000144754?division=NAVER,23,"에코프로, SK·테스와 유럽 폐배터리 재활용시장 본격 진출",SBS Biz언론사 선정,2일 전,SK온 배터리,"에코프로는 SK에코플랜트, 테스와 지난 16일 서울 종로구에 있는 SK에코플랜트 수송동 본사에서 '헝가리 배터리 재활용 사업 협력'을 위한 업무협약을 체결했다고 오늘(19일) 밝혔습니다. 3사는 이번 MOU에 따라 폐배터리 재활용 사업의 협력지를 유럽 제조 산업 허브인 헝가리로 확정하고, 내후년...",2023-11-21,https://biz.sbs.co.kr/article_hub/20000144754?division=NAVER
https://www.hankyung.com/article/202311158830i,24,"SK온, 獨바스프와 '양극재 생산' 맞손…""배터리 밸류체인 확대""",한국경제,6일 전,SK온 배터리,"피터 슈마허 바스프 촉매 사업부문 사장은 ""SK온과의 협력을 통해 글로벌 전기차 배터리 시장에서 영향력을 확대할 수 있을 것""이라며 ""우리는 지속가능한 미래를 위해 자동차 전동화를 실현하도록 전 세계 고객사들과 함께 할 준비가 돼 있다""고 말했다.",2023-11-21,https://www.hankyung.com/article/202311158830i
http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20231115.99099004684,25,SK온-BASF와 배터리 ‘맞손’…양극재 생산 우선협력,국제신문,6일 전,SK온 배터리,SK이노베이션의 배터리 분야 사업 자회사인 SK온과 글로벌 화학기업인 BASF가 전기자동차 배터리 사업에서 손을 잡는다. SK온은 BASF와 양극재 생산에 대한 협력방안을 모색한다고 15일 밝혔다. 양극재는 배터리 성능을 좌우하는 핵심 소재다. 셀 원가의 40%를 차지한다. 양사는 북미와 아태 시장...,2023-11-21,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20231115.99099004684
https://view.asiae.co.kr/article/2023111910574648321,26,"에코프로, SK에코플랜트와 헝가리 폐배터리 재활용 공장 짓는다",아시아경제언론사 선정,2일 전,SK온 배터리,"에코프로의 폐배터리 재활용 소재 기술력과 SK에코플랜트, 테스의 글로벌 네트워크를 기반으로 헝가리 등 유럽 지역에 거점을 둔 국내외 전기차와 배터리 제조사를 상대로 물량 확보에 나선다는 방침이다. 폐배터리에서 회수한 리튬, 코발트, 니켈 등 희소금속을 제조에 다시 투입하는 완결적...",2023-11-21,https://view.asiae.co.kr/article/2023111910574648321
https://zdnet.co.kr/view/?no=20231115161710,27,"SK온, BASF와 배터리 사업 활로 모색...양극재 분야 협력 논의",지디넷코리아,6일 전,SK온 배터리,"BASF는 리튬이온배터리에 들어가는 첨단 양극활 물질을 글로벌 배터리 시장에 공급하고 있으며, 주요 메탈 소싱과 폐배터리 재활용 분야 솔루션 제공에도 힘쓰고 있다. SK와 BASF는 2019년 ESG 화폐 가치 측정 글로벌 표준 모델을 개발하는 글로벌 협의체 VBA(Value Balancing Alliance) 출범부터 함께하며...",2023-11-21,https://zdnet.co.kr/view/?no=20231115161710
https://www.etnews.com/20231115000401,28,"SK온, 獨 바스프와 전기차 배터리 협력",전자신문,6일 전,SK온 배터리,"SK온 유럽 배터리 공장보다는 미국과 중국, 국내 공장 위주로 양극재 납품과 공급망 협력 등이 이뤄질 가능성이 높아 보인다. 바스프는 독일에 본사가 있는 화학기업으로 리튬이온배터리에 적용되는 양극활 물질을 시장에 납품하고 있다. 주요 원재료 공급과 폐 재활용 분야에서도 기술력을 갖췄다....",2023-11-21,https://www.etnews.com/20231115000401
http://www.newsis.com/view/?id=NISX20231113_0002519284&cID=13001&pID=13000,29,"""SK온, 넘어진 김에 숨고르기""…JV공장에 증설도 '주춤'",뉴시스언론사 선정,7일 전,SK온 배터리,특히 SK온의 경우 국내 배터리 3사 중 유일하게 흑자를 내지 못하는 상황이어서 이같은 업황 둔화가 더 뼈아픈 상황이다. 14일 업계에 따르면 SK온은 최근 이사회를 열고 서산 3공장 증설 공사 재개와 관련한 안건을 의결했다. 앞서 은 지난 6일 서산 공장의 증설 공사를 일시 중단한 바 있다. 이는...,2023-11-21,http://www.newsis.com/view/?id=NISX20231113_0002519284&cID=13001&pID=13000
http://www.fnnews.com/news/202311151628375858,31,바스프와 양극재 동맹 맺은 SK온,파이낸셜뉴스언론사 선정,5일 전,SK온 배터리,"바스프는 리튬이온배터리에 들어가는 첨단 양극활물질을 글로벌 배터리 시장에 공급하고 있다. 지 대표는 “바스프와의 협력으로 SK온의 원소재 공급망은 더욱 강화될 것으로 기대한다”며 “향후 양극재를 넘어 다른 분야로의 협력을 확대, 글로벌 시장을 선도하겠다”고 말했다.",2023-11-21,http://www.fnnews.com/news/202311151628375858
