,cnt,description,link,org_link,pDate,title
84,85,"앤파트너스, 스프링캠프, 베이스인베스트먼트, 게임사 위메이드 등이 <b>투자</b>했다. <b>해치랩스</b>는 그동안 암호화폐 발행 없이 영업이익을 낸 보기 드문 국내 블록체인 스타트업이다. 이더리움재단에서 장려금을 받은 첫 국내... ",https://www.hankyung.com/it/article/2023031342251,https://www.hankyung.com/it/article/2023031342251,2023-03-13 16:08:00,넌 암호화폐 어디에 보관하니?…'가상자산 지갑' 산업이 뜬다
85,86,"앤파트너스, 스프링캠프, 베이스인베스트먼트, 위메이드 등이 <b>투자</b>했다. <b>해치랩스</b>는 암호화폐 발행 없이 영업이익을 낸 보기 드문 국내 블록체인 스타트업이다. 이더리움재단에서 장려금을 받은 첫 국내 기업이기도... ",https://www.hankyung.com/it/article/202303109752i,https://www.hankyung.com/it/article/202303109752i,2023-03-13 10:44:00,"&quot;웹3.0의 필수품, 세계 1위 노린다&quot;…가상자산 지갑 산업 이끄는 <b>해치랩스</b> [긱..."
86,87,블록체인 기술 업체 <b>해치랩스</b>는 자사 지갑서비스 페이스월렛이 블록체인 게임 전문 개발사 노드게임즈가... 규모의 <b>투자</b>를 유치하기도 했다. 이찬기 노드게임즈 대표는 “페이스 월렛 연동으로 지갑 생성과 이용에... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01718726635541024,http://www.edaily.co.kr/news/newspath.asp?newsid=01718726635541024,2023-03-07 09:39:00,리그 오브 킹덤즈에 <b>해치랩스</b> 페이스월렛 연동
87,88,"블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 ‘페이스 월렛’이 블록체인 게임 전문 개발사... 글로벌 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠 (a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전 캐피탈... ",http://www.lawissue.co.kr/view.php?ud=202303062031259191204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202303062031259191204ead0791_12,2023-03-06 20:34:00,"[IT이슈]<b>해치랩스</b> ‘페이스 월렛’, 노드게임즈 ‘리그 오브 킹덤즈’의 공식..."
88,89,"블록체인 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠(a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전 캐피탈 등으로부터 300만달러 규모의 <b>투자</b>를 유치했다. <b>해치랩스</b>의 페이스 월렛은 기존 소셜네트워크서비스(SNS)... ",http://www.digitaltoday.co.kr/news/articleView.html?idxno=471375,http://www.digitaltoday.co.kr/news/articleView.html?idxno=471375,2023-03-06 18:02:00,"<b>해치랩스</b> '페이스 월렛', 리그 오브 킹덤즈 공식 지갑 채택"
89,90,"아주경제=전기연 기자 kiyeoun01@ajunews.com 블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 '페이스 월렛'이... 글로벌 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠 (a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전 캐피탈... ",https://www.ajunews.com/view/20230306164601198,https://www.ajunews.com/view/20230306164601198,2023-03-06 17:00:00,"페이스 월렛, 노드게임즈 '리그 오브 킹덤즈' 공식 지갑으로 선정"
90,91,"블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 '페이스 월렛'이 블록체인 게임 전문 개발사 '노드게임즈'가... 글로벌 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠 (a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전 캐피탈... ",http://www.businesskorea.co.kr/news/articleView.html?idxno=110466,http://www.businesskorea.co.kr/news/articleView.html?idxno=110466,2023-03-06 16:42:00,"<b>해치랩스</b> '페이스 월렛', 노드게임즈 '리그 오브 킹덤즈' 공식 지갑으로 선정"
91,92,"블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 '페이스 월렛'이 블록체인 게임 전문 개발사 '노드게임즈'가... 글로벌 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠 (a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전 캐피탈... ",https://www.khgames.co.kr/news/articleView.html?idxno=209976,https://www.khgames.co.kr/news/articleView.html?idxno=209976,2023-03-06 16:32:00,"<b>해치랩스</b> '페이스 월렛', 노드게임즈 '리그 오브 킹덤즈'의 공식 지갑으로 선..."
92,93,"미래에셋증권, 스타트업 손잡고 '증권형 토큰' 확장 음원 조각<b>투자</b> 스타트업 핀고가 미래에셋증권과... 리그 오브 킹덤즈, <b>해치랩스</b> 지갑 쓴다 블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 ‘페이스 월렛’이 블록체인... ",https://www.hankyung.com/it/article/202303069776i,https://www.hankyung.com/it/article/202303069776i,2023-03-06 15:29:00,챗GPT가 면접코칭까지…미래에셋은 스타트업과 STO 확장 [Geeks' Briefing]
93,94,"블록체인 지갑 회사 <b>해치랩스</b>의 '페이스 월렛'이 블록체인 게임 전문 개발사 '노드게임즈'가 출시한 전세계... 글로벌 전문 <b>투자</b>사인 해시드, 안드레센 호로위츠 (a16z), 블록타워캐피탈, 세콰이어캐피탈, 스카이비전... ",https://www.khgames.co.kr/news/articleView.html?idxno=209962,https://www.khgames.co.kr/news/articleView.html?idxno=209962,2023-03-06 11:10:00,"웹3 게임 '리그 오브 킹덤즈', 공식 지갑으로 '페이스 월렛' 선정"
94,95,"SK증권은 미술품 공동구매 플랫폼 '아트앤가이드', 가상자산 지갑을 만드는 <b>해치랩스</b>와 업무협약을 맺었다. 또한, 부동산 조각<b>투자</b>사 '펀블'과도 협업해 블록체인 기반 부동산 디지털 유동화 시스템을 구축할 예정이다.... ",https://www.tokenpost.kr/article-124265,https://www.tokenpost.kr/article-124265,2023-03-05 11:32:00,[토큰포스트 STO 기획 ②] 중소형 증권사 토큰증권 가세...수익 확보는 시일 ...
95,96,"◇<b>해치랩스</b> <b>해치랩스</b>(HAECHI LABS)가 기존 보안 감사 서비스인 '<b>해치</b>오딧'을 '칼로스(KALOS)'로 리브랜딩하며... 뿐만 아니라, <b>투자</b> 현황을 한눈에 볼 수 있는 대시보드와 복수의 전문 블록체인 감사 업체를 통한... ",https://www.theguru.co.kr/news/article.html?no=50598,https://www.theguru.co.kr/news/article.html?no=50598,2023-03-05 00:02:00,"[크립토리뷰] 코인티알, 아시아 총괄 선임…글로벌 시장 진출 본격화(3월1주차..."
96,97,"IT기업인 '<b>해치랩스</b>와 업무 협약을 맺고 메인넷 연동 절차를 완료했다고 2일 밝혔다. <b>해치랩스</b>는 블록체인... WEMIX AMA 간담회는 위메이드 장현국 대표가 위믹스 커뮤니티, <b>투자</b>자와 직접 소통하는 자리다. 신뢰성과... ",http://www.gamevu.co.kr/news/articleView.html?idxno=26271,http://www.gamevu.co.kr/news/articleView.html?idxno=26271,2023-03-02 17:42:00,[ICT 종합] 아이템베이 및 원스토어 소식 외
97,98,기록했다&quot;며 &quot;대체<b>투자</b> 확대와 달러 강세로 인한 환차익을 통해 손실 폭을 축소했다&quot;고 설명했다. 작년... IT기업 '<b>해치랩스</b>'와 업무 협약(MOU)을 맺고 메인넷 연동 절차를 완료했다고 2일 밝혔다. 회사 측에 따르면... ,https://www.asiatime.co.kr/article/20230302500296,https://www.asiatime.co.kr/article/20230302500296,2023-03-02 15:56:00,"[증권소식] 국민연금 &quot;최근 5년간 총 151조 운용 수익&quot;/SK증권, 인공지능 컨택..."
98,99,"국내에선 금산분리 원칙상 은행이 지분<b>투자</b> 또는 합작법인을 통해 참여하고 있다. 커스터디 업체인 한국디지털에셋(KODA)은 KB국민은행이 <b>해치랩스</b>, 해시드와 함께 설립됐다. 조진석 KODA 최고운영책임자(COO)를 만나... ",http://news.bizwatch.co.kr/article/mobile/2023/02/24/0035,http://news.bizwatch.co.kr/article/mobile/2023/02/24/0035,2023-02-27 06:11:00,[비즈人워치]&quot;코인 유통량 어떻게 믿냐고? 커스터디가 답이죠&quot;
99,100,"아울러 SK증권도 디지털 부동산 수익증권 플랫폼 '펀블'에 <b>투자</b>했고, 미술품 공동구매 프플랫폼 '아트앤가이드', 가상자산 지갑을 만드는 <b>해치랩스</b>와도 업무협약을 맺은 상태다. 이밖에도 NH<b>투자</b>증권, 한국<b>투자</b>증권... ",https://www.techm.kr/news/articleView.html?idxno=107055,https://www.techm.kr/news/articleView.html?idxno=107055,2023-02-20 13:10:00,[STO 라이징스타] 미래에셋부터 SK증권까지...STO 판 키우는 혁신 증권사
100,101,"교보증권은 지난해 미술품 조각<b>투자</b> 플랫폼 '테사'의 전략적 <b>투자</b>를 주도했지만, 아직 내부적으로 사업 진출을 검토 중인 것으로 알려졌다. SK증권은 열매컴퍼니 펀블 <b>해치랩스</b> 등과 업무협약을 맺었다. 토큰증권 관련... ",https://www.hankyung.com/finance/article/2023021619586,https://www.hankyung.com/finance/article/2023021619586,2023-02-17 07:27:00,&quot;쉴 시간도 없다&quot; 증권사 초비상…막 오른 '토큰증권' 경쟁
101,102,이어 이 국장은 STO 허용에 따른 기대효과에 대해 &quot;조각 <b>투자</b>라든지 기존의 전자증권으로 발행되기 어려웠던... 대표 △문건기 <b>해치랩스</b> 대표 △이두희 멋쟁이사자처럼 대표 등 블록체인 사업을 활발히 펼치고 있는 게임사... ,https://www.news1.kr/articles/4954305,https://www.news1.kr/articles/4954305,2023-02-15 15:56:00,"&quot;STO·가상자산, 빠른 입법 추진하자&quot;…업계 유력 인사들 뜻 모았다(종합)"
102,103,"<b>투자</b>자 보호 장치가 없는 상태에서 가상자산에 <b>투자</b>하는 국민들이 많으므로, 이에 따른 과열을 잠재우는... 대표 △문건기 <b>해치랩스</b> 대표 △이두희 멋쟁이사자처럼 대표 등 블록체인 사업을 활발히 펼치고 있는 게임사 및... ",https://www.news1.kr/articles/4953954,https://www.news1.kr/articles/4953954,2023-02-15 11:32:00,정재욱 변호사 &quot;가상자산 분야는 그림자 규제 위주…단계적 입법 필요&quot;
103,104,이 국장은 이어 STO 허용에 따른 기대효과에 대해 &quot;조각 <b>투자</b>라든지 기존의 전자증권으로 발행되기 어려웠던... 대표 △문건기 <b>해치랩스</b> 대표 △이두희 멋쟁이사자처럼 대표 등 블록체인 사업을 활발히 펼치고 있는 게임사... ,https://www.news1.kr/articles/4953740,https://www.news1.kr/articles/4953740,2023-02-15 10:08:00,"이윤수 자본시장국장 &quot;토큰증권 입법, 속도가 중요해…與입법 추진&quot;"
104,105,"가상자산(디지털자산) 시장에서 여러 부침이 있었지만, <b>투자</b>자 보호를 비롯해 상장(거래지원)에 대한 기반을... 대표 △문건기 <b>해치랩스</b> 대표 △이두희 멋쟁이사자처럼 대표 등 블록체인 사업을 활발히 펼치고 있는 게임사... ",https://www.news1.kr/articles/4953632,https://www.news1.kr/articles/4953632,2023-02-15 09:21:00,성일종 정책위의장 &quot;디지털자산 미래산업 열리도록 입법 지원하겠다&quot;
105,106,"창업에 푹 빠진 90년대생들 광인회관은 160억원 이상의 <b>투자</b>금을 유치한 인공지능(AI) 검색 엔진 플랫폼... 면접을 거쳐 기존 입주자 동의까지 얻어야 한다. DSRV, <b>해치랩스</b> 등 유명 블록체인 스타트업이 이곳을 거쳐 갔다.",https://www.hankyung.com/it/article/2023021340931,https://www.hankyung.com/it/article/2023021340931,2023-02-13 18:37:00,'창업에 미친' 청년들 모여 살더니…몸값 2000억 대박
106,107,대표 △문건기 <b>해치랩스</b> 대표 △이두희 멋쟁이사자처럼 대표 등도 참석한다. 아울러 이번에는 토큰증권... △김상민 부산 디지털자산거래소 설립추진위원장 △박강현 KB증권 부사장 △김장우 신한<b>투자</b>증권... ,https://www.news1.kr/articles/4951326,https://www.news1.kr/articles/4951326,2023-02-13 12:06:00,블록체인 리더 60명 모인다…제3회 '뉴스1 블록체인리더스클럽' 개최
107,108,누적 160억원 이상의 <b>투자</b>를 유치한 인공지능(AI) 검색 엔진 플랫폼 라이너의 김진우 대표가 만든 곳이다. 김... DSRV나 <b>해치랩스</b> 같은 유명 블록체인 스타트업이 이곳을 거쳐갔다. 각 대학별로 창업 동아리의 힘도 거세다.... ,https://www.hankyung.com/it/article/202302067424i,https://www.hankyung.com/it/article/202302067424i,2023-02-10 09:58:00,&quot;미친 사람만 오세요&quot;…'몸값 2000억' 8명 남자들의 정체 [긱스]
108,109,"국내 지갑 업체 중 이미 <b>해치랩스</b>처럼 SK증권과 STO 사업을 위한 R&amp;D 구축 협약을 맺은 곳도 있지만 최근 빗썸... 빗썸 로똔다의 경우에는 앞서 삼성증권, NH<b>투자</b>증권 등으로부터 105억원 상당의 전략적 <b>투자</b>를 유치한 바... ",https://www.news1.kr/articles/4947170,https://www.news1.kr/articles/4947170,2023-02-09 06:00:00,&quot;지갑전쟁 후끈&quot;…STO 허용에 블록체인 업계 증권사에 '러브콜'
109,110,"지난 2020년에는 한화<b>투자</b>증권, 2022년에는 신한<b>투자</b>증권과 기능검증(PoC)을 진행하기도 했다. 당시 PoC에는... 블록체인 지갑 회사 <b>해치랩스</b>는 기업들을 대상으로 보안감사, 지갑 서비스를 제공해왔으며 한국디지털에셋... ",http://www.metroseoul.co.kr/article/20230208500432,http://www.metroseoul.co.kr/article/20230208500432,2023-02-08 15:36:00,가상자산 시장 선점 위한 '월렛' 서비스 주목…거래소도 참전
110,111,"뿐만 아니라 '펀블', 미술품 공동구매 플랫폼 '아트앤가이드', 블록체인 기술 회사 '<b>해치랩스</b>'와 협약을 맺고, 가상자산 수탁사 '인피닛블록'에 9.7%의 지분<b>투자</b>를 진행했다. 이밖에 NH<b>투자</b>증권, 한국<b>투자</b>증권, 하나증권... ",https://www.nbntv.kr/news/articleView.html?idxno=67061,https://www.nbntv.kr/news/articleView.html?idxno=67061,2023-02-07 18:10:00,[히든 챔피언] 세계가 주목하는 핀테크 전문기업 '페이게이트'...25년간 한 우...
111,112,"SK증권은 펀블, 아트앤가이드, <b>해치랩스</b> 등 조각<b>투자</b>플랫폼 및 블록체인 관련 업체들과 업무협약을 통해 STO 시장 진입을 준비하고 있다. 한화<b>투자</b>증권은 아직 준비 중인 단계이지만, 두나무 지분을 보유한 점 등이... ",https://daily.hankooki.com/news/articleView.html?idxno=921691,https://daily.hankooki.com/news/articleView.html?idxno=921691,2023-02-07 16:38:00,증권형 토큰 기대감에 중소형 증권사 주가 '쑥'...신중한 접근 필요 조언도
112,113,"미술품 공동구매 플랫폼인 '아트앤가이드', 가상자산 지갑을 만드는 '<b>해치랩스</b>' 등과 업무협약을 체결했다. 홍성욱 NH<b>투자</b>증권 연구원은 &quot;상반기에는 이해관계자 의견 청취가 이뤄지며, 증권사 등 각 주체들이... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=174053,https://www.pinpointnews.co.kr/news/articleView.html?idxno=174053,2023-02-07 09:42:00,"막오른 '토큰증권' 선점 경쟁…증권업계, 사업 준비 '박차'"
113,114,SK증권은 조각<b>투자</b>플랫폼 업체들과 블록체인 기술 업체들과 잇달아 손을 잡으며 토큰증권 시대를... 이에 앞서 2021년엔 블록체인 기술전문기업 <b>해치랩스</b>와 금융 블록체인 공동 연구개발을 위한 업무협약을 체결하기도... ,https://news.mtn.co.kr/news-detail/2023020609503168033,https://news.mtn.co.kr/news-detail/2023020609503168033,2023-02-06 15:32:00,요동치는 SK증권 주가…'토큰 증권 제도화' 기대감
114,115,"아울러 SK증권도 디지털 부동산 수익증권 플랫폼 '펀블'에 <b>투자</b>했고, 미술품 공동구매 프플랫폼 '아트앤가이드', 가상자산 지갑을 만드는 <b>해치랩스</b>와도 업무협약을 맺었다. 기술이 필요한 증권사, 증권업 경력이 없는... ",https://www.techm.kr/news/articleView.html?idxno=106461,https://www.techm.kr/news/articleView.html?idxno=106461,2023-02-05 12:30:00,협업·<b>투자</b>부터 인수까지 '증권사-STO 기업' 합종연횡 본격화
115,116,인텔라 X와 손잡은 파트너사는 게임·플랫폼·보안·<b>투자</b> 등 각 분야별 일반·블록체인 전문 기업들로... 게임즈 △하이디어 △모도리 △오지스 △웹3어스 △서틱 △<b>해치랩스</b> △티오리△빅브레인홀딩스... ,https://www.theguru.co.kr/news/article.html?no=49255,https://www.theguru.co.kr/news/article.html?no=49255,2023-02-05 00:12:00,"[크립토리뷰] 인텔라 X, 글로벌 웹3 게임 생태계 구축 위한 30여개 파트너사 ..."
116,117,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체다. 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. 이번... ",http://www.segyebiz.com/newsView/20230203511917?OutUrl=naver,http://www.segyebiz.com/newsView/20230203511917?OutUrl=naver,2023-02-03 18:06:00,"팬시토큰, 한국디지털에셋과 커스터디 계약 체결"
117,118,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. 이번... ",http://www.it-b.co.kr/news/articleView.html?idxno=65901,http://www.it-b.co.kr/news/articleView.html?idxno=65901,2023-02-03 15:32:00,"팬시토큰, 한국디지털에셋과 커스터디 계약 체결"
118,119,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. 이번 커스터디... ",http://www.businesskorea.co.kr/news/articleView.html?idxno=108794,http://www.businesskorea.co.kr/news/articleView.html?idxno=108794,2023-02-03 15:26:00,"팬시토큰, 한국디지털에셋(KODA)과 커스터디 계약 체결"
119,120,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. 이번... ",https://view.asiae.co.kr/article/2023020315140699312,https://view.asiae.co.kr/article/2023020315140699312,2023-02-03 15:14:00,"팬시토큰(fanC), 한국디지털에셋(KODA)과 커스터디 계약 체결"
